report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_THRISSURAN,"THRISSUR-ANGAMALI, KM.270.00-KM.316.70, NH-47 (KERALA)",KERALA,12/2003,3/2009,,12/2009,312.5,,312.5,0.0,0.0,453.74,100.0,145.2,45.2,9.0,Medium,General Execution Delay,,Road Transport & Highways,Kerala,1.0,1.452,5.748,1,63.0,Administrative & Inter-Agency Coordination,274,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_NEWMANGLOR,"NEW MANGLORE PORT, KM.37, NH-17 & 48 (KARNATAKA)",KARNATAKA,4/2000,6/2008,,12/2009,196.5,,196.5,0.0,0.0,132.44,67.4,67.4,0.0,18.0,Medium,General Execution Delay,,Road Transport & Highways,Karnataka,1.0,0.674,5.286,0,98.0,Land Acquisition & Right of Way,547,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_JHANSIBYPA,"JHANSI BYPASS, KM.104-KM.91, NH-25 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,8/2005,,12/2009,158.06,,158.06,0.0,0.0,112.9,71.43,71.43,0.0,52.0,High,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.714,5.069,0,20.0,Land Acquisition & Right of Way,1581,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_BORKHEDIJA,"BORKHEDI-JAM, KM.36.6-KM.64.0, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,6/2005,,12/2009,110.0,,110.0,0.0,0.0,104.02,94.56,94.56,0.0,54.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.946,4.71,0,18.0,Land Acquisition & Right of Way,1642,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_DEVDHARIKE,"DEVDHARI-KELAPUR, KM.123-KM.153, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,7/2005,,12/2009,144.0,,144.0,0.0,0.0,90.37,62.76,62.76,0.0,53.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.628,4.977,0,19.0,Land Acquisition & Right of Way,1611,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KOTABYPASS,"KOTA BYPASS, KM.406- KM.381, NH-76 (RAJASTHAN)",RAJASTHAN,12/2003,10/2008,,12/2009,275.0,,250.39,-24.61,-8.95,110.25,40.09,40.09,0.0,14.0,Medium,General Execution Delay,,Road Transport & Highways,Rajasthan,0.911,0.401,5.62,0,58.0,Land Acquisition & Right of Way,426,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KUNJWANIVI,"KUNJWANI-VIJAYPUR, KM.80-KM.97, NH-1A (JAMMU & KASHMIR)",JAMMU & KASHMIR,4/2000,12/2004,,12/2009,110.0,,110.0,0.0,0.0,135.13,100.0,122.85,22.85,60.0,High,General Execution Delay,,Road Transport & Highways,Jammu & Kashmir,1.0,1.228,4.71,1,56.0,Land Acquisition & Right of Way,1824,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_VIJAYAPURP,"VIJAYAPUR- PATHANKOT KM.16.35- KM.50.00, NH-1A (J&K)",J&K,12/2003,3/2008,,12/2009,193.09,,193.09,0.0,0.0,81.77,42.35,42.35,0.0,21.0,Medium,General Execution Delay,,Road Transport & Highways,Jammu & Kashmir,1.0,0.423,5.268,0,51.0,Land Acquisition & Right of Way,638,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_ORAIJHANSI,"ORAI-JHANSI, KM.170.0- KM.104.0, NH-25 (U.P.)",U.P.,12/2003,4/2008,,12/2009,451.97,,451.97,0.0,0.0,307.73,68.09,68.09,0.0,20.0,Medium,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.681,6.116,0,52.0,Land Acquisition & Right of Way,608,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_PATHANKOTB,"PATHANKOT- BHOGPUR, KM.26- KM.70, NH-1A (PUNJAB)",PUNJAB,12/2003,5/2008,,12/2009,284.0,,284.0,0.0,0.0,199.36,70.2,70.2,0.0,19.0,Medium,General Execution Delay,,Road Transport & Highways,Punjab,1.0,0.702,5.652,0,53.0,Land Acquisition & Right of Way,578,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_MEERUTMUZA,"MEERUT- MUZAFFARNAGAR, KM.52.25-KM.131.00, NH-58 (U.P.)",U.P.,3/2005,3/2009,,12/2009,359.0,,359.0,0.0,0.0,397.25,100.0,110.65,10.65,9.0,Medium,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,1.107,5.886,0,48.0,Administrative & Inter-Agency Coordination,274,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SONAPURGUW,"SONAPUR-GUWAHATI, KM.183-KM.163.895, NH- 37 (ASSAM)",ASSAM,12/2003,3/2008,,12/2009,245.0,,245.0,0.0,0.0,165.0,67.35,67.35,0.0,21.0,Medium,General Execution Delay,,Other Infrastructure,Assam,1.0,0.673,5.505,0,51.0,Administrative & Inter-Agency Coordination,638,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_PURNEAFORB,"PURNEA-FORBESGANJ, KM.309-KM.268, NH-57 (BIHAR)",BIHAR,12/2003,4/2008,,12/2009,276.0,,276.0,0.0,0.0,256.75,93.03,93.03,0.0,20.0,Medium,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.93,5.624,0,52.0,Land Acquisition & Right of Way,608,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SIMRAHIRIN,"SIMRAHI-RINGBUND, KM.190-KM.165, NH-57 (BIHAR)",BIHAR,12/2003,4/2008,,12/2009,100.5,,100.5,0.0,0.0,128.29,100.0,127.65,27.65,20.0,Medium,General Execution Delay,,Road Transport & Highways,Bihar,1.0,1.277,4.62,1,52.0,Land Acquisition & Right of Way,608,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_HAPURGARHM,"HAPUR- GARHMUKTESWAR, KM.58-KM.93, NH-24 (U.P.)",U.P.,4/2000,9/2007,,12/2009,220.0,,220.0,0.0,0.0,105.47,47.94,47.94,0.0,27.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.479,5.398,0,89.0,Land Acquisition & Right of Way,821,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_NAGAONDHAR,"NAGAON-DHARAMTUL KM.255-KM.230, NH-37 (ASSAM)",ASSAM,12/2003,6/2008,,12/2009,264.72,,264.72,0.0,0.0,75.54,28.54,28.54,0.0,18.0,Medium,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.285,5.582,0,54.0,Forest & Environmental Clearances,547,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SUNAKHALAG,"SUNAKHALA-GANJAM, KM.338-KM.284, NH-5 (ORISSA)",ORISSA,4/2000,4/2004,,12/2009,225.0,,225.0,0.0,0.0,145.54,64.68,64.68,0.0,68.0,High,General Execution Delay,,Road Transport & Highways,Odisha,1.0,0.647,5.421,0,48.0,Forest & Environmental Clearances,2067,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_MADURAITUT,"MADURAI-TUTICORIN, KM.138.8 TO KM.264.5, NH-45B (T.N.)",T.N.,3/2005,11/2010,,1/2010,629.0,,629.0,0.0,0.0,578.49,91.97,91.97,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Tamil Nadu,1.0,0.92,6.446,0,68.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_NHCONNECTI,"NH CONNECTIVITY TO JCTT VALLARAPADAM, SH, (KERALA)",KERALA,4/2007,2/2010,,2/2010,557.0,,557.0,0.0,0.0,602.4,100.0,108.15,8.15,0.0,Low,On Schedule,,Water Resources & Irrigation,Kerala,1.0,1.082,6.324,0,34.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_AURANGRAIP,"AURANG-RAIPUR, KM.232-KM.281, NH-6 (CHHATTISGARH)",CHHATTISGARH,3/2005,1/2009,,2/2010,190.0,,190.0,0.0,0.0,172.55,90.82,90.82,0.0,13.0,Medium,General Execution Delay,,Road Transport & Highways,Chhattisgarh,1.0,0.908,5.252,0,46.0,Forest & Environmental Clearances,395,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_ISLAMNAGAR,ISLAM NAGAR TO KADTAL,,12/2003,3/2010,,3/2010,546.83,,546.83,0.0,0.0,316.04,57.79,57.79,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.578,6.306,0,75.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_PURNEAGOYA,"PURNEA-GOYAKOTA, KM.419-KM.447, NH-31 (BIHAR)",BIHAR,4/2000,7/2004,,3/2010,205.73,,205.73,0.0,0.0,240.89,100.0,117.09,17.09,68.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,1.171,5.331,1,51.0,Land Acquisition & Right of Way,2067,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_COCHINPORT,"COCHIN PORT, KM.10, NH-47 (KERALA)",KERALA,4/2000,8/2006,,4/2010,106.0,,193.0,87.0,82.08,62.32,58.79,58.79,0.0,44.0,High,General Execution Delay,,Road Transport & Highways,Kerala,1.821,0.588,4.673,0,76.0,Land Acquisition & Right of Way,1338,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_BRAHMPUTRA,"BRAHMPUTRA BRIDGE, KM.1126-KM.1121, NH- 31 (ASSAM)",ASSAM,12/2003,4/2010,,4/2010,217.61,,217.61,0.0,0.0,54.52,25.05,25.05,0.0,0.0,Low,On Schedule,,Other Infrastructure,Assam,1.0,0.251,5.387,0,76.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_DARBHANGAM,"DARBHANGA- MUZAFFARPUR, KM 30- KM 0, NH-57 (BIHAR)",BIHAR,12/2003,6/2008,,6/2010,291.8,,291.8,0.0,0.0,226.05,77.47,77.47,0.0,24.0,Medium,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.775,5.679,0,54.0,Land Acquisition & Right of Way,730,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_AYODHYALUC,"AYODHYA-LUCKNOW, KM.45-KM.8.250, NH-28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,10/2008,,6/2010,193.0,,193.0,0.0,0.0,216.36,100.0,112.1,12.1,20.0,Medium,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,1.121,5.268,0,58.0,Land Acquisition & Right of Way,608,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SILIGURIIS,"SILIGURI-ISLAMPUR, KM.526-KM.500, NH- 31(WEST BENGAL)",WEST BENGAL,12/2003,7/2008,,6/2010,225.0,,225.0,0.0,0.0,116.64,51.84,51.84,0.0,23.0,Medium,General Execution Delay,,Other Infrastructure,West Bengal,1.0,0.518,5.421,0,55.0,Administrative & Inter-Agency Coordination,699,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_GORAKHPURA,"GORAKHPUR- AYODHYA, KM.251.70- KM.208.00, NH-28 (U.P.)",U.P.,12/2003,10/2008,,6/2010,239.0,,239.0,0.0,0.0,228.09,95.44,95.44,0.0,20.0,Medium,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.954,5.481,0,58.0,Land Acquisition & Right of Way,608,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KASIAGORAK,"KASIA-GORAKHPUR, KM.319.8-KM.279.8, NH- 28 (UTTAR PRADESH)",UTTAR PRADESH,12/2003,12/2008,,6/2010,242.0,,242.0,0.0,0.0,235.49,97.31,97.31,0.0,18.0,Medium,General Execution Delay,,Other Infrastructure,Uttar Pradesh,1.0,0.973,5.493,0,60.0,Administrative & Inter-Agency Coordination,547,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SITAPURLUC,"SITAPUR-LUCKNOW, KM.488.27-KM.413.20, NH-24 (U.P.)",U.P.,3/2005,6/2009,,6/2010,322.0,,322.0,0.0,0.0,140.0,43.48,43.48,0.0,12.0,Medium,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.435,5.778,0,51.0,Administrative & Inter-Agency Coordination,365,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_UPBIHARBOR,"UP/BIHAR BORDER- KASIA, KM.360.915- KM.319.8, NH-28, (U.P.)",U.P.,12/2003,12/2008,,6/2010,227.0,,227.0,0.0,0.0,212.96,93.81,93.81,0.0,18.0,Medium,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.938,5.429,0,60.0,Land Acquisition & Right of Way,547,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_ASSAMWESTB,"ASSAM/WEST BENGAL BORDER-GAIRKATTA, KM.255-KM.223, NH-31",,12/2003,11/2008,,6/2010,221.82,,221.82,0.0,0.0,96.75,43.62,43.62,0.0,19.0,Medium,General Execution Delay,,Road Transport & Highways,Assam,1.0,0.436,5.406,0,59.0,Forest & Environmental Clearances,578,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KOSIBRIDGE,"KOSI BRIDGE INCLUDING APPROCHES, KM.155- KM.165, NH-57",,12/2003,3/2010,,6/2010,418.04,,418.04,0.0,0.0,200.0,47.84,47.84,0.0,3.0,Low,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.478,6.038,0,75.0,On Schedule,91,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KURALIKIRA,"KURALI-KIRATPUR, NH-21 (PUNJAB)",PUNJAB,3/2005,6/2010,,6/2010,309.0,,309.0,0.0,0.0,179.98,58.25,58.25,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Punjab,1.0,0.582,5.737,0,63.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_RINGBUNDSJ,"RINGBUNDS- JHANJHARPUR, KM.155- KM.110, NH-57 (BIHAR)",BIHAR,12/2003,6/2008,,6/2010,340.0,,340.0,0.0,0.0,288.28,84.79,84.79,0.0,24.0,Medium,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.848,5.832,0,54.0,Land Acquisition & Right of Way,730,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_HARIHARCHI,"HARIHAR- CHITRADURGA, KM.284-KM.207 (GQ) NH-4 (KARNATAKA)",GQ,4/2000,8/2004,,6/2010,318.0,,207.56,-110.44,-34.73,23.67,7.44,7.44,0.0,70.0,High,General Execution Delay,,Road Transport & Highways,Karnataka,0.653,0.074,5.765,0,52.0,Land Acquisition & Right of Way,2128,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_TRICHYDIND,TRICHY-DINDIGUAL (TAMIL NADU),TAMIL NADU,3/2005,7/2010,,7/2010,576.0,,576.0,0.0,0.0,6.44,1.12,1.12,0.0,0.0,Low,On Schedule,,Other Infrastructure,Tamil Nadu,1.0,0.011,6.358,0,64.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_TRICHYKARU,TRICHY-KARUR (TAMIL NADU),TAMIL NADU,3/2005,7/2010,,7/2010,516.0,,516.0,0.0,0.0,127.4,24.69,24.69,0.0,0.0,Low,On Schedule,,Other Infrastructure,Tamil Nadu,1.0,0.247,6.248,0,64.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_HAVERIHARI,"HAVERI-HARIHAR, KM.340-KM.284, NH-4 (KARNATAKA)",KARNATAKA,4/2000,8/2004,,7/2010,241.0,,196.65,-44.35,-18.4,21.52,8.93,8.93,0.0,71.0,High,General Execution Delay,,Road Transport & Highways,Karnataka,0.816,0.089,5.489,0,52.0,Land Acquisition & Right of Way,2158,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_PONDICHERY,PONDICHERY- TINDIVANAM (TAMIL NADU),TAMIL NADU,3/2005,7/2010,,7/2010,285.0,,285.0,0.0,0.0,135.83,47.66,47.66,0.0,0.0,Low,On Schedule,,Other Infrastructure,Tamil Nadu,1.0,0.477,5.656,0,64.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_CHAMBALBRI,"CHAMBAL BRIDGE, NH- 76 (RAJASTHAN)",RAJASTHAN,12/2003,2/2010,,9/2010,275.0,,281.31,6.31,2.29,125.2,45.53,45.53,0.0,7.0,Medium,General Execution Delay,,Other Infrastructure,Rajasthan,1.023,0.455,5.62,0,74.0,Administrative & Inter-Agency Coordination,213,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_LUCKNOWBYP,"LUCKNOW-BYPASS, NH-25 & NH-28 (UTTAR PRADESH)",UTTAR PRADESH,4/2000,6/2004,,9/2010,182.52,,111.78,-70.74,-38.76,0.59,0.32,0.32,0.0,75.0,High,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,0.612,0.003,5.212,0,50.0,Land Acquisition & Right of Way,2280,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_HALDIAPORT,"HALDIA PORT, KM.53, NH-41 (WEST BENGAL)",WEST BENGAL,4/2000,3/2005,,9/2010,273.0,,522.0,249.0,91.21,174.86,64.05,64.05,0.0,66.0,High,General Execution Delay,,Road Transport & Highways,West Bengal,1.912,0.641,5.613,0,59.0,Land Acquisition & Right of Way,2006,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_LUMDINGTOD,LUMDING TO DABOKA,,12/2003,8/2010,,9/2010,130.0,,130.0,0.0,0.0,27.22,20.94,20.94,0.0,1.0,Low,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.209,4.875,0,80.0,On Schedule,30,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_GWALIORBYP,"GWALIOR BYPASS, KM.0-KM.033, NH-75, 3 (M.P.)",M.P.,12/2003,10/2009,,10/2010,300.93,,300.93,0.0,0.0,113.53,37.73,37.73,0.0,12.0,Medium,General Execution Delay,,Road Transport & Highways,Madhya Pradesh,1.0,0.377,5.71,0,70.0,Land Acquisition & Right of Way,365,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_FORBESGANJ,"FORBESGANJ-SIMRAHI, KM.230-KM.190, NH-57 (BIHAR)",BIHAR,12/2003,9/2008,,12/2010,332.94,,332.94,0.0,0.0,124.4,37.36,37.36,0.0,27.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.374,5.811,0,57.0,Land Acquisition & Right of Way,821,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_MEHSIKOTWA,"MEHSI-KOTWA, KM.480-KM.440, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,12/2010,239.0,,239.0,0.0,0.0,109.53,45.83,45.83,0.0,65.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.458,5.481,0,19.0,Land Acquisition & Right of Way,1976,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_GWALIORJHA,"GWALIOR-JHANSI, KM.96.13, NH-75 (M.P.)",M.P.,12/2003,12/2009,,12/2010,604.0,,604.0,0.0,0.0,136.12,22.54,22.54,0.0,12.0,Medium,General Execution Delay,,Road Transport & Highways,Madhya Pradesh,1.0,0.225,6.405,0,72.0,Administrative & Inter-Agency Coordination,365,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KOTWADEWAP,"KOTWA-DEWAPUR, KM.440-KM.402, NH-28 (BIHAR)",BIHAR,12/2003,10/2008,,12/2010,240.0,,240.0,0.0,0.0,91.1,37.96,37.96,0.0,26.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.38,5.485,0,58.0,Land Acquisition & Right of Way,790,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SAGARBYPAS,"SAGAR BY PASS, KM.187-KM.211, NH-26 (M.P.)",M.P.,12/2003,10/2008,,12/2010,151.3,,151.3,0.0,0.0,83.78,55.37,55.37,0.0,26.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.554,5.026,0,58.0,Land Acquisition & Right of Way,790,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_GORAKHPURB,"GORAKHPUR BYPASS, KM.251.7-KM.279.8, NH- 28 (U.P.)",U.P.,12/2003,10/2009,,12/2010,600.24,,600.24,0.0,0.0,332.05,55.32,55.32,0.0,14.0,Medium,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.553,6.399,0,70.0,Land Acquisition & Right of Way,426,Medium
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_JHAJHARPUR,"JHAJHARPUR- DARBANGA, KM.110- KM.70, NH-57 (BIHAR)",BIHAR,12/2003,9/2008,,12/2010,340.0,,340.0,0.0,0.0,136.28,40.08,40.08,0.0,27.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.401,5.832,0,57.0,Land Acquisition & Right of Way,821,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_RAJMARGCHO,"RAJMARG CHORAHA- LAKHNANDON, KM.297-KM.351, NH-26 (M.P.)",M.P.,12/2003,10/2008,,12/2010,251.03,,251.03,0.0,0.0,62.13,24.75,24.75,0.0,26.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,0.247,5.53,0,58.0,Land Acquisition & Right of Way,790,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_MUZZAFFARP,"MUZZAFFARPUR- MEHSI, KM.520-KM.480, NH-28 (BIHAR)",BIHAR,12/2003,7/2005,,12/2010,275.0,,275.0,0.0,0.0,130.88,47.59,47.59,0.0,65.0,High,General Execution Delay,,Road Transport & Highways,Bihar,1.0,0.476,5.62,0,19.0,Land Acquisition & Right of Way,1976,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_JAMWADNERK,"JAM-WADNER, KM.64- KM.94, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,7/2005,,12/2010,145.0,,145.0,0.0,0.0,65.93,45.47,45.47,0.0,65.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.455,4.984,0,19.0,Land Acquisition & Right of Way,1976,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_KELAPURPIM,"KELAPUR- PIMPALKATTI, KM.153- KM.175, NH-7 (MAHARASHTRA)",MAHARASHTRA,12/2003,11/2008,,12/2010,117.4,,117.4,0.0,0.0,29.49,25.12,25.12,0.0,25.0,High,General Execution Delay,,Road Transport & Highways,Maharashtra,1.0,0.251,4.774,0,59.0,Land Acquisition & Right of Way,760,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_SALEMULUND,"SALEM-ULUNDRUPET, KM.0.313-KM.136.67, NH-68",,3/2005,1/2011,,1/2011,941.0,,941.0,0.0,0.0,152.16,16.17,16.17,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.162,6.848,0,70.0,On Schedule,0,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_AGRABYPASS,"AGRA-BYPASS, KM/176.8-KM.13.03, NH- 3 (U.P.)",U.P.,12/2003,9/2007,,2/2011,348.16,,348.16,0.0,0.0,41.68,11.97,11.97,0.0,41.0,High,General Execution Delay,,Road Transport & Highways,Uttar Pradesh,1.0,0.12,5.856,0,45.0,Land Acquisition & Right of Way,1246,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_DEEPENINGO,DEEPENING OF CHANNEL AT PARADIP PORT,,12/2005,6/2007,,7/2009,154.84,,253.36,98.52,63.63,66.56,42.99,42.99,0.0,25.0,High,General Execution Delay,,Ports & Shipping,Odisha,1.636,0.43,5.049,0,18.0,Scope & Engineering Design Modifications,760,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_ESTABLISHO,"ESTABLISH OF VTS IN GULF, KUTCH",,1/2002,12/2005,,3/2010,165.0,,165.0,0.0,0.0,40.94,24.81,24.81,0.0,51.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.248,5.112,0,47.0,Contractor / Vendor Non-Performance,1550,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_CONVERGENT,CONVERGENT BILLING AND CRM FOR MTNL (DELHI),DELHI,12/2005,2/2007,,8/2009,249.0,,229.41,-19.59,-7.87,67.67,27.18,27.18,0.0,30.0,High,General Execution Delay,,Other Infrastructure,Delhi & NCR,0.921,0.272,5.521,0,14.0,Contractor / Vendor Non-Performance,912,High
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_DELHIMETRO,"DELHI METRO RAPID TRANSIT SYSTEM, PHASE-II",,8/2005,6/2010,,9/2010,8118.0,,8676.0,558.0,6.87,9145.22,100.0,112.65,12.65,3.0,Low,General Execution Delay,,Urban Metro & Transit,Delhi & NCR,1.069,1.127,9.002,0,58.0,On Schedule,91,Low
MAY-2009,2009,MAY,FLR_MAY_2009.pdf,MOSPI_2009_PAGLADIYAD,PAGLADIYA DAM PROJECT,,1/2001,12/2007,,12/2012,542.9,,1187.0,644.1,118.64,35.49,6.54,6.54,0.0,60.0,High,General Execution Delay,,Water Resources & Irrigation,Multi-State / Central,2.186,0.065,6.299,0,83.0,Scope & Engineering Design Modifications,1824,High
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_TARAPURATO,"TARAPUR ATOMIC POWER PROJECT, TARAPUR,MAHARASHTRA (NPCIL)",NPCIL,1/1991,1/2007,,7/2006,3447.06,,8949.0,5501.94,159.61,1732.0,50.25,50.25,0.0,0.0,High,On Schedule,,Power & Renewable Energy,Maharashtra,2.596,0.502,8.146,0,192.0,On Schedule,0,High
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_MEDAPALISC,MEDAPALI (SCCL),SCCL,4/1993,3/2001,,3/2001,219.82,,219.82,0.0,0.0,39.77,18.09,18.09,0.0,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.181,5.397,0,95.0,On Schedule,0,Low
APR-2001,2001,APR,FR_April_2001.pdf,MOSPI_2001_POOTKIBALI,POOTKI BALIHARI UG,,12/1983,3/1994,,3/2001,199.87,,182.34,-17.53,-8.77,169.05,84.58,84.58,0.0,84.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.912,0.846,5.303,0,123.0,Administrative & Inter-Agency Coordination,2554,High
